feature1,feature2
0.9131101438602633,-0.5613779514642971
-5.525392696072284,8.257975957805666
-0.24714528777382255,-6.816269761290711
3.585018618039256,-3.376255173168408
-0.9114889056299385,-2.4125568911653974
-1.7335604749068145,2.4160262896185367
-1.075063954508761,-5.359121563551999
1.4473891949560567,0.4822998596583883
-3.8767352341451007,-7.626598564183148
-1.3368070069838451,3.2091681640319365
7.0920575893497135,-4.237329578053163
-8.163751460471534,-9.566729409816304
-2.787727647051599,0.2852622885640504
2.850209640934749,-6.076368959170654
-2.875767745711493,-3.575929071400526
-2.8919813613104686,-0.2094280148551202
-2.343236462601476,-0.47142414098619123
-0.13890517065876995,-7.47829275182348
9.94690842276784,-0.6252112189340762
-0.2207997973450595,-10.842820298989897
2.523831995643844,-2.7799097549171963
4.5812096979260915,-3.5166333232220266
-10.002187087840358,-7.084253309277514
-1.1420927811195636,5.4944360487415755
-0.060805250440499226,3.104394685190664
4.870295170740976,-4.263905831878292
1.5026316944809806,3.01132759046067
-0.37775199177568997,-6.924520135297475
-1.3059489297086604,3.29421746934354
-1.4869448921087187,1.0623860732823096
-10.087896189244745,-9.357867365434434
-4.1861706832319765,1.9858434196545978
0.36156526284826596,-4.0344208455983654
5.230723775891379,-3.1032227710293148
-0.27748238303178746,-6.164833413896053
2.7674732302974863,1.373602330315012
0.5681014196107145,-9.329858685059062
1.3175915143729011,9.032233924707981
-1.0161454230570524,-3.562261617851409
-5.229106535083048,7.890208712512214
-3.432166572453587,1.479483188280884
4.283174681582594,-5.033160420800478
-2.1386619237359,1.3849573150518935
-1.5208532632422802,6.502010788813243
0.9443573502629152,-8.207931410603003
-0.3951116317621288,-8.594753162913081
-1.0111216344125427,-1.6732642502640078
1.4222549884622333,-0.6698022836632505
2.845495640885247,10.592745819191991
-9.882470103279068,-8.036762903946526
-5.156427047674345,6.904021799823705
-0.9209456689634488,3.5066569939094334
-1.9056713497496158,3.0580116109910174
-0.5194579119761156,-4.715269614648168
3.395299514963556,-1.430283173467316
-4.90100185290763,-7.0250569267727085
-4.824226910517135,2.477029588004914
-9.084342357916386,-0.18505018074883384
-3.652704817789834,-4.2933277998391315
2.7110863549737414,-10.199657808978973
-1.421487580699326,-3.5418212650625884
6.328318152886469,-3.055094604711223
7.4230188901352125,-4.805424251779973
2.3329047876458975,-2.6431134380026933
-0.25553070618095897,-7.50244086135344
11.208228175373263,-0.6713310444055645
9.720087599426767,0.4149693869188433
0.4455797634472689,1.2595569068770704
1.397995870368956,-8.326249619214526
-9.783852009356808,0.38485441771074
-1.574193604287431,2.4166589622830466
2.9582188830481435,-3.0883793781245172
-2.7797680718221223,5.567727627528193
4.8659041121736895,-6.180803825098207
-9.240582175266955,-9.465289063641379
-0.26572558721693385,5.637116399809546
0.6673702350037218,2.2061259671992275
0.292315721436454,3.144745160786586
7.981293806464069,0.6229210243917049
0.8920283463691758,-9.921060016184216
11.052047850951226,0.693879077444969
-1.010913253865129,-1.1374745447204664
1.728549964025685,3.9833480077951045
-0.5937919818462531,-8.22203704926816
-8.885860267550811,0.8119011146996227
6.552342048210938,-4.403287968573922
-1.0576514438597515,-1.1228772453480227
-0.5832835881145635,-2.3753265684206797
-2.017921108768994,-9.508095028733223
9.683772626502314,0.7279672481263704
-2.677300975871322,-3.544938529688118
8.398854021696453,-0.9513636851093672
5.197598160934218,-3.454886114426762
-3.135158251841533,-9.278358741445594
-1.7311796237469124,6.265966705254694
-3.975421185196434,-3.02772021585671
-12.621151311721519,2.3041253806066724
3.129687370937175,-3.8412448793625353
-1.3448563162165756,3.0016916800950604
-4.559444340303069,1.4391577819396584
-1.0441899955748681,-5.502355453612367
-4.355706373201508,-6.742248407293436
-6.433068304973858,6.701072172405048
-10.48759305388596,1.7818850285205188
-8.14641491622739,-8.236870826517219
-0.8909235106025966,0.4330898491200219
9.427698249821242,-1.6954420780069608
-1.7388890358851175,4.897948685573275
1.360129427298784,-0.5324551925433556
-2.7859263380008,3.3640490802559877
1.4013399946201628,-8.34274701014552
-3.498235939167879,1.1451309492164572
-2.459470756084654,-2.1418907933888494
1.112326979407919,-3.2582746804044636
6.621481443232052,-4.238482426162584
-0.06267225536795007,-5.101231466365685
1.2418510850749613,2.803104779780599
-2.2738976393363752,-3.370396761090233
-5.85794899996453,-6.78459683508317
-4.300952322978582,7.207069525179712
0.6783046398097895,-6.013737927948472
-9.451297411449518,0.5462108417141297
-4.34775018646502,-7.403408082731574
-2.9556518880700553,3.041742398094686
3.0820566701398318,-6.553196961086906
-4.284696634969772,1.0200304856320934
-3.879593220012343,-1.2546631893468312
3.070644616941338,9.705637743356203
